title,speakers,track,youtube_url,source_url,status,relevance,summary_path
From approval loops to autonomous agents with Docker pt3,John Craft,LLM Recsys,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From approval loops to autonomous agents with Docker pt4,John Craft,LLM Recsys,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From approval loops to autonomous agents with Docker pt5,John Craft,LLM Recsys,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Chatbots to Agents: How Reducto builds for Agent Experience to Enable Real Work,Abhi Arya,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From coding to Knowledge work agents,Karan Vaidya,Claws & Personal Agents,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Context to Memory: Your Agents Need a Real Memory Layer,Anders Swanson,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Ingestion to Agents: How Leading AI Teams Build on Document Intelligence,Adit Abraham,Vision & OCR,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From raw documents to AI-ready data,Leo Platzer,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Scratch to SOTA: Training a 3B State-Space Vision Model for 1.4 Billion People,Krishna Prasad Srinivasan,Vision & OCR,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Frontier models for the hard parts, open weights for the rest",,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Gadgets: Personal app vibe coding that is actually safe,Kenton Varda,Software Factories,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Get Out of the Model's Way,Kevin Hou,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=16200s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Getting the most out of Codex,Jason Liu,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=6300s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Give your coding agents the power of turbogrep!,Owen Halpert,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"GLM-5.2: Frontier Intelligence, Open Weights.",Zixuan Li,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=2700s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Harness Engineering is not Enough: Why Software Factories Fail,Dex Horthy,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=27000s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
How I automate my own job at Hugging Face using agents,Niels Rogge,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How PayPal Enterprise Payments handles agent-initiated payments across ChatGPT and Google AI Mode,Sam Parsons,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How to Connect AI to Billions of Legal Documents,Simon Eskildsen; Jacob Lauritzen,Search & Retrieval,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How to Get Your Org to Adopt Coding Agents (Without Shipping Garbage),Eyal Blum,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
How We Built the Airbyte Agent MCP Server and CLI,Pedro Lopez,Expo Stage 1,,https://www.ai.engineer/worldsfair/schedule,missing,5,
I Monitored Crime Audio. Voice Agents Scare Me More.,Sumanyu Sharma,Voice & Realtime AI,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"If we want them to do Knowledge Work, we need to design Knowledge Agents",Benjamin Clavié,Search & Retrieval,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"In Code They Act, In Proof We Trust",Erik Meijer,Harness Engineering,https://www.youtube.com/watch?v=htM02KMNZnk&t=28200s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
IT Admin for the AI Workforce: Why Your AI Agents Will Need Their Own IT Department,Sarthak Aggarwal,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
It's 10pm. Do You Know Where Your Agents Are?,Kim Maida,Security,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Loop Engineering from first principles,Kyle Mistele,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=24300s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Modality Misalignment and Originality Attribution in Short-Form Video: A Multi-Agent Approach at Platform Scale,Aditya Gautam,Vision & OCR,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Modernize CI/CD using agent-assisted workflows that reduce manual debugging,Salil Subbakrishna,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Notion's Token Town,Sarah Sachs,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=21000s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
On AI and Knowledge,Pablo Castro,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=300s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
"Orchestras, not Factories",Charlie Holtz,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=9600s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Pinecone 2.0,Edo Liberty,Search & Retrieval,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Productionizing LLM Gateways: Architecture, Tradeoffs, and Hard Lessons from the Trenches",Kanish Manuja,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Prototyping as Leadership: How a CTO Ships with AI Agents,Hursh Agrawal,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Realtime Voice Agents with Frontier Intelligence,Bohan Li,Voice & Realtime AI,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Rebuilding the web for agents,Liad Yosef,Search & Retrieval,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Recursive Model Improvement,Lee Robinson,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=29400s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Rise of the Software Factory,Tereza Tížková,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=7800s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Running a 20T-Token Data Pipeline: Infrastructure Lessons from Production,Bogdan Gaza,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Scaling Code Quality: Building uReview, Uber’s Multi-Agent Code Review Engine",Will Bond; Ameya Ketkar,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Security Firewall for Agents,Ryan Dahl,Claws & Personal Agents,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Security Track intro,Manoj Nair,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=5100s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Self-Improving Agents That Teach the Company Back,Rafal Wilinski,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Serving 2 Million Models Without Melting: Scaling the Hugging Face Hub,Arek Borucki,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Setting Yourself Up for Success — Part 1,Jason Liu,Workshops Day 2,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Setting Yourself Up for Success — Part 2,Jason Liu,Workshops Day 2,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Setting Yourself Up for Success — Part 3,Jason Liu,Workshops Day 2,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Spin at the Gate Until Green: The Engineering Primitives Behind Self-Driving Codebases,Andrew Orobator,Software Factories,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Stop Chunking Like It's 2022,Yuval Belfer; Niv Granot,Search & Retrieval,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Surviving Your Own Velocity: How VS Code Ships Weekly with 40 People,Harald Kirschner,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Tethered: Our Agents Are Us,Shu Fang,Claws & Personal Agents,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Best Models Still Reason Like Toddlers,Andrew Dai,Vision & OCR,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Enterprise Agentic Gap: When Developer-Level AI Tools Hit Millions of Lines,Dan Adler,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Era of Compound Engineering,Kieran Klaassen,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Golden Age of AI Engineering,Alexander Embiricos; Romain Huet,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=1500s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
The Highest Loop,swyx,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=0s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
The Last Human Code Review: Building Trust in AI-Generated Code,Itamar Friedman,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The New Primitives: Building AI-Native Software,Kwindla Kramer,Voice & Realtime AI,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The Search Engine for the Agentic Web,Will Bryk,Search & Retrieval,,https://www.ai.engineer/worldsfair/schedule,missing,5,
The unreasonable effectiveness of BM25 for agentic search,Jo Kristian Bergum,Search & Retrieval,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Thom Wolf keynote,Thom Wolf; Olive Song,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=3900s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Towards Reliable Financial Agents: How a 4B Model Outsmarted a 235B Giant,Charlie Dickens,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Unlock Agent Autonomy: The Runtime for AI-Native Systems,Tushar Jain,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Use Copilot across CLI, dev, and cloud workflows to move faster end-to-end",Pamela Fox,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Using AI tools to teach old apps new tricks,Maria Bledsoe,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Using LLMs to Secure Source Code,Eugene Yan,Security,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Video Discovery for Agentic World-Model Training,Rafael Levi,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Voice Agents Are Mostly Invisible. Here's How to See Them.,Fuad Ali,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Voice Agents Can Just Do Things,Charlie Guo,Voice & Realtime AI,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"We're the bottleneck, but we don't have to be",Ido Salomon,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=19500s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
what we learned by analyzing 1M AI generated PRs,,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
What we learned by analyzing 1M AI-generated PRs,Daksh Gupta,Software Factories,https://www.youtube.com/watch?v=htM02KMNZnk&t=11100s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
When Will The Benchmaxxing Plague End?,Nick Heiner,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Where RL Will Take Search,Maximilian-David Rumpf; Lotte Seifert,Search & Retrieval,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Who Approved That MCP Server? Governing the Tool Layer,Jim Clark,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Would your AI agent get the job? A performance review framework for enterprise agents,Andreea Pleşea; Dan Bălăceanu,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
You’re Not Thinking Big Enough: Rebuilding Food Systems from First Principles with AI Agents,Cody Menefee,Vision & OCR,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Agent Didn’t Fail. Your Harness Did.,Vinoth Govindarajan,Claws & Personal Agents,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Agent Evolved. Your Evals Didn't.,Ameya Bhatawdekar,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Agent Is Lying to You About Whether It Worked,Dat Ngo,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Agreements Are a Database You Can't Query. We're Fixing That,Hiral Shah; Sean Sodha,Search & Retrieval,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your company brain will leak secrets. Here's how we stopped it for big banks and ourselves.,Tanmai Gopal,Claws & Personal Agents,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Your Fine-Tuned Model Is Tech Debt: A 50x ROI House of Cards,Dan Bjornn,AI Architects: Show my Workflow,,https://www.ai.engineer/worldsfair/schedule,missing,5,
« the era of (auto) research »,Elie Bakouch,Autoresearch,https://www.youtube.com/watch?v=4sX_He5c4sI&t=11100s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
"1,000 Agent Tasks in a Sandbox: What Breaks When LLMs Write and Run Code",Kevin Orellana,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"500 Skills, Zero Fine-Tuning: LinkedIn's Playbook for AI Agents That Actually Know Your Codebase",Ajay Prakash,Context Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Agents Are Where Microservices Were in 2015. We're Making All the Same Mistakes.,Roberto Milev; Uday Kanagala,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Agents at Scale: Inside MiniMax's Model and the Infrastructure Behind It,Olive Song; Dan Fu,Posttraining & Midtraining,,https://www.ai.engineer/worldsfair/schedule,missing,5,
AI agents don't read your policy docs. They hit your APIs.,,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
AI-Assisted Engineering: 5 Trends We're Seeing From 500+ Organizations,Justin Reock,Expo Stage 2,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"AI-Native Organisations runs on Skills: How to Extract, Structure, evaluate and Scale Them",Imad Touil,AI-Native Enterprises,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Ask YouTube — Open Q&A,Mihnea Munteanu,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Autoresearch for Dense Retrieval: Test-Time Compute with Frozen Embedding Models,Han Xiao,Autoresearch,https://www.youtube.com/watch?v=4sX_He5c4sI&t=7800s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Autoresearch in a Multi-Agent AI Village,Erina Karati; Arunachalam Manikandan,Autoresearch,https://www.youtube.com/watch?v=4sX_He5c4sI&t=24300s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
"Benchmarks: The Good, the Bad, and the Ugly",Ali Khial,Posttraining & Midtraining,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Beyond Static Intelligence: Evaluating Continual Learning,Parth Asawa,Memory & Continual Learning,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Bringing agents onto the world wide web,Paul Klein IV,Computer Use,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Build-Time vs. Run-Time: Why Your Dev Tools Will Fail in Production,Averi Kitsch; Prerna Kakkar,Context Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Building ambitious software,Jonathan Kelley,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Building an Agent Harness for the Business, Not the Builder",Garrett Galow,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Building Closed-Loop Evals for a Multimodal Agent at Uber Scale,Soumya Gupta; Jai Chopra,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Building on the Codex Harness,Dominik Kundel,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Building the simulation infrastructure for practical world model use,Christopher Manning,Robotics & World Models,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Building the simulation infrastructure for practical world model use (Part 2),Christopher Manning,Robotics & World Models,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Closing the Loop: An Autonomous AI Research Agent,Tim Sweeney,Autoresearch,https://www.youtube.com/watch?v=4sX_He5c4sI&t=16200s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Computer Use at the Edge of the Statistical Precipice,Pierluca D'Oro,Computer Use,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Computer-Use 2.0: Agents Just Got Multi-Cursor,Francesco Bonacci; Dillon DuPont,Computer Use,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Computer-use models will agentify the web, not APIs",Dhruv Batra,Computer Use,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Deploy agents to users in M365, Teams, and apps",Ashu Joshi,Track M,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Design at the Speed of Adjectives,Paul Bakaus,Design Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Don’t build agents, build environments",Adam Azzam,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Don't Ship Skills Without Evals,Philipp Schmid,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
"Don't Write Skills, Train Models",Brian Douglas; John McBride,Workshops Day 3,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Edge-Native AI: Building Ultra-Fast Agents and MCP Servers with Spin,Thorsten Hans,Expo Stage 2,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Evaling Video Slop,Maor Bril,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Evals Driven-Development: Engineering a Mental Health AI Coach Ethically & Safely,Akele Reed; Dave Revere; Doug Keller,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Evals Track Intro,Laurie Voss; Aparna Dhinakaran,Autoresearch,https://www.youtube.com/watch?v=4sX_He5c4sI&t=5100s,https://www.ai.engineer/worldsfair/schedule,found_in_long_stream,5,
Everything Is a Rollout,Alex Shaw; Ryan Marten,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
Fault-Tolerant Training at Scale: Making Hardware Failures a Non-Event,,,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From Agent Traces to Agent Simulations: The next era of agent evaluation,Rustem Feyzkhanov,Evals,,https://www.ai.engineer/worldsfair/schedule,missing,5,
From fork() to Fleet: Designing an Agent Sandbox Cloud Pt 1,Abhishek Bhardwaj,Sandbox & Platform Engineering,,https://www.ai.engineer/worldsfair/schedule,missing,5,
